levelId,Filename,Area_Name,Name,Pos,Rotate,Type,Destination,EntityID,FixedMonsterID
407401;407303;407302;407301;407202;407201;407103;407102;407101;407037;407036;407035;407034;407033;407032;407031;407030;407029;407028;407027;407026;407025;407024;407023;407022;407021;407020;407019;407018;407017;407016;407015;407014;407013;407012;407011;407010;407009;407008;407007;407006;407005;407004;407003;407002;407001;100749;100748;100747;100746;100745;100744;100743;100742;100741;100734;100733;100732;100731;100723;100722;100721;100713;100712;100711;100708;100707;100706;100705;100704;100703;100702;100701;,level_007,,Mob_Night_M016_R7_2,"2157.217,735.6228,29.487045","1,0,0,0",MHMonsterSpawnPoint,,227,50180
407103;,level_007,,MHSpawnPoint8,"1880.0005,851.79034,30.559063","0.9953962,0,0,-0.095845684",MHMonsterSpawnPoint,,161,60071
100795;,level_007,,100795_Monster_12,"1915.1185,896.61151,30.259554","1,0,0,0",MHMonsterSpawnPoint,,541,50180
,level_007,,DM_R4_CommonPoint_1,"593.55688,1066.1638,30.143471","0.77162462,0,0,-0.63607818",MHMonsterSpawnPoint,,437,0
407029;407021;407008;407002;407001;100749;100748;,level_007,,VenomWolf_SpawnPoint2,"2169.6377,725.82379,30.177727","1,0,0,0",MHMonsterSpawnPoint,,142,0
,level_007,,DM_R2_CommonPoint_7,"1932.693,2484.2668,24.424364","1,0,0,0",MHMonsterSpawnPoint,,435,0
407401;407303;407302;407301;407202;407201;407103;407102;407101;407037;407036;407035;407034;407033;407032;407031;407030;407029;407028;407027;407026;407025;407024;407023;407022;407021;407020;407019;407018;407017;407016;407015;407014;407013;407012;407011;407010;407009;407008;407007;407006;407005;407004;407003;407002;407001;100749;100748;100747;100746;100745;100744;100743;100742;100741;100734;100733;100732;100731;100723;100722;100721;100713;100712;100711;100708;100707;100706;100705;100704;100703;100702;100701;,level_007,,Mob_Noon_M010_R3_3,"2097.9246,3094.4939,19.447086","1,0,0,0",MHMonsterSpawnPoint,,255,50100
607006;607005;607004;607003;607002;607001;100793;100792;100791;,level_007,,SubMob_R2_50130_2,"1930.4729,2493.5615,24.751923","1,0,0,0",MHMonsterSpawnPoint,,333,50170
100796;,level_007,,100796_Monster_5,"2126.5281,3078.3884,19.53582","1,0,0,0",MHMonsterSpawnPoint,,379,50110
300701;,level_007,,300701_MHSpawnPoint12,"315.60437,1428.4474,35.65625","1,0,0,0",MHMonsterSpawnPoint,,287,50170
100795;,level_007,,100795_Monster_7,"2073.54,3104.9026,19.55014","1,0,0,0",MHMonsterSpawnPoint,,370,50170
407104;,level_007,,Boss5,"300.17776,1435.8893,35.814594","1,0,0,0",MHMonsterSpawnPoint,,139,60211
407401;407303;407302;407301;407202;407201;407103;407102;407101;407037;407036;407035;407034;407033;407032;407031;407030;407029;407028;407027;407026;407025;407024;407023;407022;407021;407020;407019;407018;407017;407016;407015;407014;407013;407012;407011;407010;407009;407008;407007;407006;407005;407004;407003;407002;407001;100749;100748;100747;100746;100745;100744;100743;100742;100741;100734;100733;100732;100731;100723;100722;100721;100713;100712;100711;100708;100707;100706;100705;100704;100703;100702;100701;,level_007,,Mob_Night_M016_R6_2,"1910.4495,892.32599,30.171875","1,0,0,0",MHMonsterSpawnPoint,,228,50160
300701;,level_007,,300701_MHSpawnPoint20,"3528.5249,953.41803,32.65625","1,0,0,0",MHMonsterSpawnPoint,,289,50170
100796;,level_007,,100796_Monster_18,"2178.0771,705.01959,30.283024","1,0,0,0",MHMonsterSpawnPoint,,381,50180
407401;407303;407302;407301;407202;407201;407103;407102;407101;407037;407036;407035;407034;407033;407032;407031;407030;407029;407028;407027;407026;407025;407024;407023;407022;407021;407020;407019;407018;407017;407016;407015;407014;407013;407012;407011;407010;407009;407008;407007;407006;407005;407004;407003;407002;407001;100749;100748;100747;100746;100745;100744;100743;100742;100741;100734;100733;100732;100731;100723;100722;100721;100713;100712;100711;100708;100707;100706;100705;100704;100703;100702;100701;,level_007,,Mob_Night_M018_R2_2,"1926.7534,2488.865,24.597246","1,0,0,0",MHMonsterSpawnPoint,,229,50180
407401;407303;407302;407301;407202;407201;407103;407102;407101;407037;407036;407035;407034;407033;407032;407031;407030;407029;407028;407027;407026;407025;407024;407023;407022;407021;407020;407019;407018;407017;407016;407015;407014;407013;407012;407011;407010;407009;407008;407007;407006;407005;407004;407003;407002;407001;100749;100748;100747;100746;100745;100744;100743;100742;100741;100734;100733;100732;100731;100723;100722;100721;100713;100712;100711;100708;100707;100706;100705;100704;100703;100702;100701;,level_007,,Mob_Night_M011_R8_3,"3522.8313,960.69794,32.946938","1,0,0,0",MHMonsterSpawnPoint,,230,50110
,level_007,,DM_R1_CommonPoint_8,"3480.6094,3156.707,132.875","1,0,0,0",MHMonsterSpawnPoint,,434,0
100795;,level_007,,100795_Monster_10,"290.724,1419.8171,36.14389","1,0,0,0",MHMonsterSpawnPoint,,367,50170
407024;407020;407007;100745;100708;100707;,level_007,,BWB_Elite_Spawner_Point1,"3510.011,960.57416,33","1,0,0,0",MHMonsterSpawnPoint,,246,0
607006;607005;607004;607003;607002;607001;100793;100792;100791;,level_007,,SubMob_R7_50251_1,"2153.5908,742.35565,30.257648","1,0,0,0",MHMonsterSpawnPoint,,334,50251
407302;407026;407017;100743;100742;100741;,level_007,,MHSpawnGroup_RD_Point_R8,"3509.1191,959.17975,33","0.56640625,0,0,0.82412618",MHMonsterSpawnPoint,,267,0
,level_007,,DM_R4_CommonPoint_3,"613.96686,1077.95,30.143471","0.77162462,0,0,-0.63607818",MHMonsterSpawnPoint,,432,0
100796;,level_007,,100796_Monster_14,"1877.6207,865.04407,30.795679","1,0,0,0",MHMonsterSpawnPoint,,382,50110
407401;407303;407302;407301;407202;407201;407103;407102;407101;407037;407036;407035;407034;407033;407032;407031;407030;407029;407028;407027;407026;407025;407024;407023;407022;407021;407020;407019;407018;407017;407016;407015;407014;407013;407012;407011;407010;407009;407008;407007;407006;407005;407004;407003;407002;407001;100749;100748;100747;100746;100745;100744;100743;100742;100741;100734;100733;100732;100731;100723;100722;100721;100713;100712;100711;100708;100707;100706;100705;100704;100703;100702;100701;,level_007,,Mob_Night_M017_R5_1,"266.31952,1432.2898,35.875","1,0,0,0",MHMonsterSpawnPoint,,231,50170
100796;,level_007,,100796_Monster_17,"2148.1738,769.55957,30.594299","1,0,0,0",MHMonsterSpawnPoint,,383,50180
,level_008,,Common_Point_R7_8,"2512.6934,587.68658,319","1,0,0,0",MHMonsterSpawnPoint,,304,0
,level_008,,Common_Point_R2_3,"2623.1001,3601.3743,19.85746","1,0,0,0",MHMonsterSpawnPoint,,303,0
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R8_Point_2,"497.59216,3562.0222,287.5","0.095846102,0,0,0.99539614",MHMonsterSpawnPoint,,395,50210
,level_008,,Mobsspawnpoint33,"2537.3228,3528.6802,17.330246","1,0,0,0",MHMonsterSpawnPoint,,348,0
,level_008,,Common_Point_R1_5,"2528.0757,3508.1113,17.548544","1,0,0,0",MHMonsterSpawnPoint,,302,0
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R7_Point_1,"2487.7114,599.8725,317.5","1,0,0,0",MHMonsterSpawnPoint,,394,50210
,level_008,,Common_Point_R4_2,"1122.3171,1298.8136,79.057617","1,0,0,0",MHMonsterSpawnPoint,,301,0
,level_008,,Common_Point_R6_9,"2634.4363,660.52759,317.5","1,0,0,0",MHMonsterSpawnPoint,,300,0
100843;100842;,level_008,,RedElectic,"493,3524,316.3978","1,0,0,0",MHMonsterSpawnPoint,,412,60121
,level_008,,Mobsspawnpoint27,"2512.2405,615.61664,317.63135","1,0,0,0",MHMonsterSpawnPoint,,347,0
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R1_Point_2,"2529.6152,3509.114,17.687042","0.84804809,0,0,-0.52991927",MHMonsterSpawnPoint,,473,50030
608001;,level_008,,608001_Boss_1,"492.70557,3541.1011,286.97284","0.83388591,0,0,-0.55193692",MHMonsterSpawnPoint,,250,60310
100896;,level_008,,100893_Boss_Spawner,"1228.9713,1337.1738,61.675003","0.99904823,0,0,-0.04361926",MHMonsterSpawnPoint,,475,60121
100895;,level_008,,100895_MobSpawner_2,"484.71027,3536.8303,287","1,0,0,0",MHMonsterSpawnPoint,,260,50210
,level_008,,Common_Point_R3_6,"1188.8053,1256.491,63.508251","1,0,0,0",MHMonsterSpawnPoint,,299,0
,level_008,,Common_Point_R5_4,"1233.0908,1345.1288,61.918041","1,0,0,0",MHMonsterSpawnPoint,,298,0
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R6_Point_1,"2595.833,652.18549,317.5","1,0,0,0",MHMonsterSpawnPoint,,393,50090
,level_008,,SnowBall_Spawner10,"2504.512,511.78836,359.52383","0.9953962,0,0,0.095845759",MHMonsterSpawnPoint,,145,60179
,level_008,,Mobsspawnpoint40,"2531.7725,3524.9536,17.330246","1,0,0,0",MHMonsterSpawnPoint,,346,0
,level_008,,Common_Point_R7_5,"2495.3579,640.3504,317.66052","1,0,0,0",MHMonsterSpawnPoint,,297,0
,level_008,,Common_Point_R7_1,"2488.6536,582.16083,319","1,0,0,0",MHMonsterSpawnPoint,,296,0
300851;,level_008,,300851_SnowSpawner_11,"2490.4111,550.94293,329.0141","0.98325491,0,0,-0.18223546",MHMonsterSpawnPoint,,214,70060
608001;,level_008,,608001_Mob_4,"1258.8374,1338.5676,61.477478","0.83388591,0,0,-0.55193692",MHMonsterSpawnPoint,,290,50020
,level_008,,Common_Point_R5_1,"1239.7815,1352.9805,61.925156","1,0,0,0",MHMonsterSpawnPoint,,295,0
,level_008,,Common_Point_R2_2,"2628.8535,3600.7607,19.643747","1,0,0,0",MHMonsterSpawnPoint,,294,0
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R3_Point_1,"1217.2322,1245.9221,63.912762","0.89493436,0,0,0.44619781",MHMonsterSpawnPoint,,423,50251
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R1_Point_1,"2523.988,3534.4163,17.796417","1,0,0,0",MHMonsterSpawnPoint,,424,50030
,level_008,,Common_Point_R8_10,"488.10165,3562.6504,287.25","1,0,0,0",MHMonsterSpawnPoint,,293,0
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R7_Point_3,"2490.8589,598.48767,317.92465","1,0,0,0",MHMonsterSpawnPoint,,440,50090
300851;,level_008,,300851_SnowSpawner_6,"2507.3069,486.27762,379.64758","0.9953962,0,0,0.095845714",MHMonsterSpawnPoint,,213,70060
,level_008,,Common_Point_R7_3,"2484.3806,637.36407,318.75","1,0,0,0",MHMonsterSpawnPoint,,292,0
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R7_Point_2,"2519.4314,629.50275,317.93704","0.1218693,0,0,0.99254614",MHMonsterSpawnPoint,,425,50090
,level_008,,Common_Point_R5_3,"1238.1436,1346.1064,61.919838","1,0,0,0",MHMonsterSpawnPoint,,332,0
,level_008,,Mobsspawnpoint24,"2488.334,620.19604,317.5","1,0,0,0",MHMonsterSpawnPoint,,345,0
408301;100803;100802;100801;,level_008,,SnowLion_SpawnPoint_R7,"2494.6379,589.8949,318.42535","1,0,0,0",MHMonsterSpawnPoint,,468,0
,level_008,,Common_Point_R7_4,"2509.988,633.30286,318.25","1,0,0,0",MHMonsterSpawnPoint,,331,0
,level_008,,Mobsspawnpoint13,"1235.3274,1358.2677,61.918041","1,0,0,0",MHMonsterSpawnPoint,,344,0
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R8_Point_1,"518.9635,3558.5188,287.5","0.35836819,0,0,0.93358034",MHMonsterSpawnPoint,,392,50210
,level_008,,Common_Point_R4_7,"1127.8126,1276.2139,79.057617","1,0,0,0",MHMonsterSpawnPoint,,330,0
,level_008,,Mobsspawnpoint14,"1244.0099,1356.8433,61.918041","1,0,0,0",MHMonsterSpawnPoint,,343,0
100891;,level_008,,100891_Spawner_33301,"2497.4395,636.54016,317.5","0.28401536,0,0,0.95881969",MHMonsterSpawnPoint,,553,33301
,level_008,,Common_Point_R3_1,"1195.277,1258.5519,63.609821","1,0,0,0",MHMonsterSpawnPoint,,329,0
,level_008,,Common_Point_R2_7,"2630.8169,3603.6746,19.609018","1,0,0,0",MHMonsterSpawnPoint,,328,0
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R2_Point_3,"2621.2693,3619.7117,19.962349","0.50753832,0,0,0.86162919",MHMonsterSpawnPoint,,441,50090
,level_008,,Common_Point_R4_3,"1140.7657,1282.6094,79.057617","1,0,0,0",MHMonsterSpawnPoint,,327,0
100841;,level_008,,SwordWolf,"2529.7808,615.61511,317.60843","0.82903743,0,0,0.55919307",MHMonsterSpawnPoint,,416,60480
,level_008,,TurnInBox,"504.27206,424.08765,20.050289","-0.2079118,0,0,0.97814757",MHMonsterSpawnPoint,,479,39005
608003;,level_008,,608003_34304,"510.52341,424.98962,20.07019","0.71933985,0,0,0.69465834",MHMonsterSpawnPoint,,227,34303
100834;,level_008,,SteelDragon_SpawnPoint_R7,"2510.5254,620.79291,317.5","1,0,0,0",MHMonsterSpawnPoint,,419,0
,level_008,,BattleSupplyCat,"500.19858,415.09271,19.445454","0.67559016,0,0,-0.73727745",MHMonsterSpawnPoint,,550,33323
408202;408201;408011;408006;408003;408001;,level_008,,IcyTeethDragon_SpawnPoint_R7,"2501.0522,612.05322,318.19833","1,0,0,0",MHMonsterSpawnPoint,,408,0
100843;100842;,level_008,,BladeWolf,"2526.7192,617.23224,317.5","0.82903761,0,0,0.55919284",MHMonsterSpawnPoint,,411,60480
,level_008,,Common_Point_R8_9,"480.96152,3550.8625,287.25","1,0,0,0",MHMonsterSpawnPoint,,326,0
,level_008,,Mobsspawnpoint43,"2499.2976,620.75726,319","1,0,0,0",MHMonsterSpawnPoint,,342,0
,level_008,,Common_Point_R4_9,"1121.4362,1272.3875,79.057617","1,0,0,0",MHMonsterSpawnPoint,,325,0
408008;408005;408002;100814;100813;100812;100811;,level_008,,RedLightningDragon_SpawnPoint_R6,"2602.2839,671.86572,317.75674","0.95105654,0,0,-0.309017",MHMonsterSpawnPoint,,459,0
,level_008,,Common_Point_R5_9,"1231.3076,1316.4894,61.665001","1,0,0,0",MHMonsterSpawnPoint,,324,0
,level_008,,Mobsspawnpoint6,"1115.6665,1286.3495,79.057617","1,0,0,0",MHMonsterSpawnPoint,,341,0
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R8_Point_1,"507.21826,3554.8242,287.25","0.72537428,0,0,-0.68835467",MHMonsterSpawnPoint,,426,50090
608002;,level_008,,608002_34301,"510.54239,424.99054,20.070463","0.71933985,0,0,0.69465834",MHMonsterSpawnPoint,,273,34301
,level_008,,Common_Point_R6_7,"2616.5518,649.771,317.5","1,0,0,0",MHMonsterSpawnPoint,,323,0
,level_008,,Common_Point_R8_3,"515.52393,3564.7393,287.25","1,0,0,0",MHMonsterSpawnPoint,,322,0
,level_008,,Mobsspawnpoint4,"1120.7418,1269.5936,79.057617","1,0,0,0",MHMonsterSpawnPoint,,340,0
,level_008,,Mobsspawnpoint2,"1139.5728,1277.7139,79.057617","1,0,0,0",MHMonsterSpawnPoint,,339,0
408301;100803;100802;100801;,level_008,,SnowLion_SpawnPoint_R4,"1125.236,1284.8423,79.55085","0.93969268,0,0,-0.34202009",MHMonsterSpawnPoint,,469,0
408301;100803;100802;100801;,level_008,,SnowLion_SpawnPoint_R8,"488.52542,3544.9849,287.98108","1,0,0,0",MHMonsterSpawnPoint,,470,0
,level_008,,Common_Point_R5_5,"1243.9508,1339.5728,62.112667","1,0,0,0",MHMonsterSpawnPoint,,321,0
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R1_Point_2,"2522.5674,3533.0898,17.784035","1,0,0,0",MHMonsterSpawnPoint,,442,50020
,level_008,,Mobsspawnpoint5,"1121.0847,1280.0085,79.057617","1,0,0,0",MHMonsterSpawnPoint,,338,0
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R3_Point_1,"1212.6641,1245.9808,63.924641","0.89493436,0,0,0.44619781",MHMonsterSpawnPoint,,391,50110
408007;408004;100824;100823;100822;100821;,level_008,,IcyThunderBird_SpawnPoint_R8,"493.15918,3544.9353,287.42938","1,0,0,0",MHMonsterSpawnPoint,,465,0
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R1_Point_1,"2519.4199,3534.4749,17.359375","1,0,0,0",MHMonsterSpawnPoint,,390,50020
,level_008,,Common_Point_R7_6,"2521.8069,629.58118,317.75","1,0,0,0",MHMonsterSpawnPoint,,320,0
,level_008,,Mobsspawnpoint1,"1135.6393,1288.2898,79.057617","1,0,0,0",MHMonsterSpawnPoint,,337,0
100834;,level_008,,SteelDragon_SpawnPoint_R6,"2594.0955,666.31439,318.42535","1,0,0,0",MHMonsterSpawnPoint,,418,0
,level_008,,Mobsspawnpoint22,"2595.3184,681.52454,317.5","1,0,0,0",MHMonsterSpawnPoint,,336,0
,level_008,,Common_Point_R1_2,"2533.2009,3528.5264,17.50984","1,0,0,0",MHMonsterSpawnPoint,,319,0
408008;408005;408002;100814;100813;100812;100811;,level_008,,RedLightningDragon_SpawnPoint_R5,"1239.7687,1338.3408,61.641376","-0.45399064,0,0,0.89100647",MHMonsterSpawnPoint,,460,0
100894;,level_008,,100894_BossSpawner,"1237.7686,1369.9614,61.563","-0.078459091,0,0,0.99691731",MHMonsterSpawnPoint,,266,60170
,level_008,,Mobsspawnpoint21,"2617.9128,668.67816,317.5","1,0,0,0",MHMonsterSpawnPoint,,335,0
408202;408201;408011;408006;408003;408001;,level_008,,IcyTeethDragon_SpawnPoint_R6,"2602.3994,668.83704,317.63922","1,0,0,0",MHMonsterSpawnPoint,,407,0
,level_008,,SnowBall_Spawner7,"2494.7483,487.31546,379.88925","1,0,0,0",MHMonsterSpawnPoint,,144,60179
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R2_Point_2,"2645.3525,3608.7642,19.537691","0.50753832,0,0,0.86162919",MHMonsterSpawnPoint,,389,50030
100841;,level_008,,SnowLionKing,"1130.4714,1281.9346,79.166626","1,0,0,0",MHMonsterSpawnPoint,,415,60170
,level_008,,Mobsspawnpoint32,"2523.1462,3535.627,17.20816","1,0,0,0",MHMonsterSpawnPoint,,334,0
408007;408004;100824;100823;100822;100821;,level_008,,IcyThunderBird_SpawnPoint_R7,"2502.4548,611.24329,318.19833","1,0,0,0",MHMonsterSpawnPoint,,466,0
,level_008,,Common_Point_R5_10,"1243.61,1309.1979,61.779892","1,0,0,0",MHMonsterSpawnPoint,,318,0
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R5_Point_2,"1237.5516,1318.2352,61.91452","1,0,0,0",MHMonsterSpawnPoint,,427,50090
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R3_Point_2,"1221.4678,1258.046,64.052277","-0.19080907,0,0,0.98162717",MHMonsterSpawnPoint,,388,50110
,level_008,,Common_Point_R3_8,"1217.7139,1254.9082,63.609821","1,0,0,0",MHMonsterSpawnPoint,,317,0
,level_008,,Mobsspawnpoint38,"477.03378,3546.021,288.51563","1,0,0,0",MHMonsterSpawnPoint,,333,0
100892;,level_008,,100892_Boss_Spawner,"2494.8799,613.45282,317.72757","1,0,0,0",MHMonsterSpawnPoint,,483,60170
,level_008,,Mobsspawnpoint12,"1211.7235,1243.6199,63.895615","1,0,0,0",MHMonsterSpawnPoint,,374,0
,level_008,,Common_Point_R8_2,"537.30231,3557.4846,287.25","1,0,0,0",MHMonsterSpawnPoint,,316,0
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R4_Point_2,"1131.3921,1266.6683,79.460014","0.98162717,0,0,0.19080898",MHMonsterSpawnPoint,,443,50150
100895;,level_008,,100895_MobSpawner_1,"493.29407,3508.8157,287","1,0,0,0",MHMonsterSpawnPoint,,259,50210
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R2_Point_1,"2633.835,3632.3293,19.890167","0.95881975,0,0,-0.28401536",MHMonsterSpawnPoint,,428,50150
,level_008,,Common_Point_R2_6,"2631.4758,3582.3667,19.702112","1,0,0,0",MHMonsterSpawnPoint,,315,0
,level_008,,Common_Point_R2_5,"2622.6113,3593.8906,19.612053","1,0,0,0",MHMonsterSpawnPoint,,314,0
,level_008,,Mobsspawnpoint34,"2544.1921,3523.4722,17.12228","1,0,0,0",MHMonsterSpawnPoint,,373,0
300851;,level_008,,300851_SnowSpawner_1,"2496.9585,514.33215,357.59305","0.99144489,0,0,0.1305262",MHMonsterSpawnPoint,,245,70060
,level_008,,Common_Point_R5_8,"1230.244,1330.7543,61.990253","1,0,0,0",MHMonsterSpawnPoint,,313,0
,level_008,,Mobsspawnpoint16,"1241.3541,1325.3103,61.918041","1,0,0,0",MHMonsterSpawnPoint,,372,0
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R7_Point_2,"2488.6992,623.66858,318.0535","0.98901588,-0,0,-0.14780939",MHMonsterSpawnPoint,,444,50090
,level_008,,Common_Point_R6_5,"2600.679,648.78314,317.5","1,0,0,0",MHMonsterSpawnPoint,,312,0
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R7_Point_3,"2485.5515,625.05353,317.5","0.98901588,-0,0,-0.14780939",MHMonsterSpawnPoint,,387,50210
300851;,level_008,,300851_SnowSpawner_10,"2503.1218,473.005,390.4357","0.9953962,0,0,-0.095845655",MHMonsterSpawnPoint,,244,70060
,level_008,,Common_Point_R1_4,"2548.5925,3516.9883,17.548544","1,0,0,0",MHMonsterSpawnPoint,,134,0
,level_008,,Common_Point_R6_6,"2622.3164,663.3717,317.75","1,0,0,0",MHMonsterSpawnPoint,,133,0
100843;100842;,level_008,,IceBird,"2598.9094,669.73785,317.5","1,0,0,0",MHMonsterSpawnPoint,,410,60091
100891;,level_008,,100891_LiLi_SpawnPoint,"2600.5144,663.77264,317.5","0.2079118,0,0,0.97814757",MHMonsterSpawnPoint,,497,0
,level_008,,Common_Point_R5_6,"1252.5043,1331.1375,62.384663","1,0,0,0",MHMonsterSpawnPoint,,131,0
300851;,level_008,,300851_SnowSpawner_5,"2491.8967,497.26392,374.45859","0.99904823,0,0,-0.043619365",MHMonsterSpawnPoint,,241,70060
,level_008,,Mobsspawnpoint30,"2631.1423,3596.9556,19.5625","1,0,0,0",MHMonsterSpawnPoint,,371,0
,level_008,,Mobsspawnpoint17,"1225.3511,1327.286,61.918041","1,0,0,0",MHMonsterSpawnPoint,,370,0
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R3_Point_2,"1224.6154,1256.661,63.867138","-0.19080907,0,0,0.98162717",MHMonsterSpawnPoint,,445,50250
,level_008,,Common_Point_R2_10,"2618.1301,3626.9319,19.540077","1,0,0,0",MHMonsterSpawnPoint,,130,0
100841;,level_008,,TigerRex,"2595,662,363.59723","1,0,0,0",MHMonsterSpawnPoint,,414,60280
,level_008,,Common_Point_R2_8,"2632.083,3613.5725,19.449892","1,0,0,0",MHMonsterSpawnPoint,,126,0
,level_008,,Common_Point_R1_8,"2528.8372,3535.113,17.548544","1,0,0,0",MHMonsterSpawnPoint,,125,0
408025;408024;408023;408022;408021;408020;408019;408018;408017;408016;408010;408009;,level_008,,HadesLightDragon_Boss,"2497.6909,608.92743,317.5","1,0,0,0",MHMonsterSpawnPoint,,406,60441
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R3_Point_1,"1215.8116,1244.5958,63.900379","0.89493436,0,0,0.44619781",MHMonsterSpawnPoint,,446,50251
,level_008,,Common_Point_R7_2,"2480.3813,606.67004,317.70584","1,0,0,0",MHMonsterSpawnPoint,,123,0
,level_008,,SnowBall_Spawner5,"2487.9331,524.65637,350.52444","0.99996191,0,0,0.0087265717",MHMonsterSpawnPoint,,143,60179
,level_008,,SnowBall_Spawner6,"2499.0923,482.62875,382.00537","0.99904823,0,0,0.043619413",MHMonsterSpawnPoint,,142,60179
,level_008,,Common_Point_R3_2,"1207.5682,1247.2429,63.609821","1,0,0,0",MHMonsterSpawnPoint,,117,0
100891;,level_008,,100891_Spawner_33302,"2516.7756,639.02557,317.5","0.28401536,0,0,0.95881969",MHMonsterSpawnPoint,,496,33302
,level_008,,Common_Point_R2_1,"2627.3616,3609.1438,19.430151","1,0,0,0",MHMonsterSpawnPoint,,119,0
408202;408201;408011;408008;408006;408005;408003;408002;408001;100843;100842;100814;100813;100812;100811;208002;,level_008,,SubMob_RedLightningDragon_R2_Point_2,"2648.5,3607.3794,19.962349","0.50753832,0,0,0.86162919",MHMonsterSpawnPoint,,447,50090
100841;100803;100802;100801;408301;208002;,level_008,,SubMob_SnowLion_R2_Point_1,"2629.2668,3632.3879,19.453125","0.95881975,0,0,-0.28401536",MHMonsterSpawnPoint,,386,50030
,level_008,,SnowBall_SpawnerW12,"2507.3271,491.9903,373.42792","0.99144489,0,0,0.1305262",MHMonsterSpawnPoint,,141,60179
,level_008,,Common_Point_R2_4,"2620.2949,3597.2668,19.795765","1,0,0,0",MHMonsterSpawnPoint,,122,0
208050;208049;208048;208047;208046;208045;208044;208043;208042;208041;208040;208039;208038;208037;208036;208035;208034;208033;208032;208031;208030;208029;208028;208027;208026;208025;208024;208023;208022;208021;208020;208019;208018;208017;208016;208015;208014;208013;208012;208011;208010;208009;208008;208007;208006;208005;208004;208003;208002;208001;,level_008,,WT_NPC_SpawnPoint,"504.85455,414.40561,19.881445","0.21643962,0,0,0.97629601",MHMonsterSpawnPoint,,558,0
100891;,level_008,,100891_AiLan_SpawnPoint,"2598.0325,664.04834,317.5","-0.069756694,0,0,0.99756402",MHMonsterSpawnPoint,,495,0
300851;,level_008,,300851_SnowSpawner_2,"2493.2419,480.88306,384.82532","0.99254614,0,0,-0.12186933",MHMonsterSpawnPoint,,236,70060
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R4_Point_1,"1108.1187,1300.6628,79.582565","0.63607818,0,0,-0.77162457",MHMonsterSpawnPoint,,429,50252
,level_008,,Common_Point_R1_6,"2520.325,3514.8877,17.548544","1,0,0,0",MHMonsterSpawnPoint,,118,0
,level_008,,Mobsspawnpoint44,"2507.8396,623.31604,319","1,0,0,0",MHMonsterSpawnPoint,,369,0
,level_008,,Mobsspawnpoint23,"2609.772,676.80981,317.5","1,0,0,0",MHMonsterSpawnPoint,,368,0
,level_008,,Common_Point_R4_10,"1138.3721,1256.3876,79.057617","1,0,0,0",MHMonsterSpawnPoint,,132,0
408401;408016;408010;408009;408007;408004;100824;100823;100822;100821;208002;,level_008,,SubMob_IcyThunderBird_R5_Point_1,"1250.0665,1360.969,61.91452","1,0,0,0",MHMonsterSpawnPoint,,430,50090
